3001,60013820
3002,60039726
3003,60035972
3004,60035165
3005,60060624
3006,60010825
3007,60022862
3008,60017196
3009,60055161
30010,60039263
30011,60046286
30012,60019137
30013,6008800
30014,60053495
30015,60033193
30016,60030072
30017,6008279
30018,60025394
30019,60020096
30020,60027460
30021,60057809
30022,60054606
30023,60023432
30024,6003137
30025,60033689
30026,60059362
30027,60011479
30028,60023878
30029,60022005
30030,6009641
30031,60019084
30032,60046807
30033,60019252
30034,60048187
30035,6002409
30036,60041663
30037,60018629
30038,60027879
30039,60048260
30040,60055838
30041,60054121
30042,60012013
30043,60034882
30044,60039944
30045,60050695
30046,60024128
30047,60022516
30048,60031442
30049,60058571
30050,60059448
30051,60022838
30052,60017884
30053,6004028
30054,60014949
30055,60036653
30056,6005017
30057,60031846
30058,6002469
30059,60055353
30060,60015467
30061,6009389
30062,60018865
30063,60018607
30064,60029840
30065,60026183
30066,600811
30067,60050349
30068,60012417
30069,60014849
30070,60059049
30071,60042242
30072,60051965
30073,60039859
30074,6001319
30075,60057026
30076,60039144
30077,60029460
30078,60022529
30079,60056649
30080,60048616
30081,60040879
30082,60026002
30083,60010171
30084,60014193
30085,60010061
30086,60039456
30087,6008778
30088,60027790
30089,600825
30090,60019946
30091,60053511
30092,60047576
30093,60016155
30094,60057622
30095,60040760
30096,60024268
30097,60038826
30098,60012907
30099,60029463
300100,60031581
300101,6003697
300102,60042577
300103,60045664
300104,60018036
300105,60040749
300106,60012541
300107,60029392
300108,60059775
300109,60017537
300110,60019785
300111,60034548
300112,60022381
300113,6009068
300114,60012264
300115,60052901
300116,60031876
300117,6001435
300118,60025473
300119,6007407
300120,60056773
300121,60043128
300122,60013057
300123,60046387
300124,60019767
300125,60039577
300126,60050817
300127,60036959
300128,60034356
300129,60035335
300130,60036541
300131,60017306
300132,60031700
300133,60015756
300134,60027940
300135,60042740
300136,60010884
300137,60017163
300138,60026431
300139,6007161
300140,60015121
300141,60022683
300142,60023667
300143,60036600
300144,6004467
300145,60031399
300146,6008009
300147,60015851
300148,60056786
300149,60045781
300150,60023385
300151,60015264
300152,60040743
300153,60049821
300154,60057805
300155,60052200
300156,60045422
300157,6001921
300158,60043291
300159,60029347
300160,60048620
300161,60052844
300162,60043592
300163,6005100
300164,6001420
300165,60025872
300166,60013700
300167,600775
300168,60015985
300169,60037834
300170,60025027
300171,60022084
300172,6003788
300173,60033190
300174,60042341
300175,60026250
300176,6004988
300177,60044709
300178,60027598
300179,60057220
300180,60034692
300181,60020982
300182,60018406
300183,60025148
300184,60026726
300185,60051548
300186,60020131
300187,60058453
300188,6003588
300189,60033371
300190,60033400
300191,60039685
300192,60037110
300193,6009656
300194,60041178
300195,60043799
300196,60059525
300197,60013220
300198,60038864
300199,60015071
300200,60036662
300201,60042131
300202,60023893
300203,60011999
300204,60041140
300205,60021602
300206,60052798
300207,60042292
300208,6009939
300209,60033829
300210,60053925
300211,60032934
300212,60040604
300213,60028203
300214,60039672
300215,6009105
300216,60019937
300217,60041213
300218,60022655
300219,60043101
300220,60039878
300221,60049424
300222,60035156
300223,60041150
300224,60014800
300225,6004219
300226,6003923
300227,60012386
300228,60020657
300229,60021610
300230,60047627
300231,60058688
300232,6004935
300233,60019007
300234,6002479
300235,6009319
300236,60035324
300237,60029324
300238,60012786
300239,60043010
300240,60056766
300241,60032931
300242,60053422
300243,60046964
300244,60023962
300245,60051256
300246,60019265
300247,60061152
300248,6006978
300249,60037979
300250,60023959
300251,60029355
300252,6002493
300253,60016915
300254,60010173
300255,60010425
300256,60013337
300257,60036513
300258,60043773
300259,60033258
300260,60018113
300261,60050555
300262,60013986
300263,6006602
300264,60029847
300265,60042668
300266,60035918
300267,60060249
300268,60021717
300269,6001822
300270,60014205
300271,60046904
300272,60033688
300273,60021505
300274,60046792
300275,60056228
300276,60055190
300277,60025689
300278,60015056
300279,60043363
300280,60013013
300281,6003967
300282,60055234
300283,60037354
300284,60012502
300285,60029765
300286,60051247
300287,60032941
300288,60050903
300289,60038976
300290,60015542
300291,60036110
300292,60023350
300293,60039197
300294,6002449
300295,60013822
300296,60041015
300297,600982
300298,60028031
300299,60034568
300300,6003752
300301,60016583
300302,60031429
300303,60023327
300304,60040266
300305,60017588
300306,60057314
300307,60042046
300308,60060777
300309,60020140
300310,60047982
300311,60055396
300312,60045270
300313,60021913
300314,60019428
300315,60022732
300316,60041464
300317,60041462
300318,60049794
300319,6005266
300320,60015399
300321,60035312
300322,60014042
300323,60060488
300324,60031926
300325,60031206
300326,60036423
300327,60044967
300328,60015877
300329,60019396
300330,6002771
300331,6006577
300332,6005021
300333,60048906
300334,60056240
300335,60043672
300336,60057043
300337,60023523
300338,60060963
300339,6005809
300340,60014920
300341,60024034
300342,60051735
300343,60046925
300344,60034864
300345,60019598
300346,60045674
300347,60051966
300348,60047333
300349,60043291
300350,60017109
300351,60028251
300352,60034456
300353,60050292
300354,6001287
300355,60034513
300356,60013521
300357,60010812
300358,60034881
300359,60020566
300360,60023834
300361,6008100
300362,60051104
300363,60034822
300364,60027505
300365,60031513
300366,60040401
300367,60026854
300368,60019907
300369,60052134
300370,60024765
300371,60024859
300372,60059781
300373,600193
300374,60054451
300375,60036518
300376,60057440
300377,6008206
300378,6002284
300379,60059352
300380,60059484
300381,6002433
300382,60042335
300383,60047100
300384,6004490
300385,60045995
300386,60048000
300387,600601
300388,6008479
300389,60016459
300390,60052317
300391,60016501
300392,60034510
300393,60014883
300394,60050368
300395,60040868
300396,60027465
300397,60051524
300398,60054364
300399,6006347
300400,60016026
300401,60015627
300402,60042643
300403,60056891
300404,60012374
300405,60035053
300406,60048873
300407,60056105
300408,60022579
300409,60024382
300410,60049777
300411,60041323
300412,60051057
300413,60046953
300414,60031839
300415,60033212
300416,60041941
300417,60020229
300418,60024515
300419,60058704
300420,60014575
300421,60060321
300422,60017158
300423,60043552
300424,6008555
300425,60055529
300426,60055509
300427,60029957
300428,6001486
300429,60042705
300430,60034071
300431,60030308
300432,60012343
300433,60014427
300434,6007624
300435,60043781
300436,60010455
300437,60038275
300438,60046511
300439,60028227
300440,60021324
300441,60038638
300442,6002363
300443,60032632
300444,60040662
300445,60047565
300446,60015201
300447,60055621
300448,60045728
300449,600369
300450,6002976
300451,60013681
300452,60025061
300453,60010768
300454,6003910
300455,60058610
300456,60047535
300457,60025288
300458,60045913
300459,60044140
300460,60052221
300461,60041897
300462,60051934
300463,60030015
300464,60039569
300465,60042135
300466,60011217
300467,60056595
300468,60042012
300469,60025638
300470,60018207
300471,60048535
300472,60048737
300473,60020598
300474,60052254
300475,60053503
300476,60046865
300477,6008047
300478,60056217
300479,60037692
300480,60014965
300481,60042067
300482,60030982
300483,60047990
300484,600873
300485,60057054
300486,60020012
300487,6002724
300488,60015291
300489,60032947
300490,60019279
300491,6009566
300492,60051512
300493,60040975
300494,60056657
300495,60053408
300496,60047045
300497,6008047
300498,60044831
300499,60040088
300500,60030539
300501,60017468
300502,60023138
300503,60044786
300504,60036184
300505,60030365
300506,60058831
300507,60050704
300508,6008789
300509,60042569
300510,60054871
300511,60052077
300512,60033049
300513,60039855
300514,60042101
300515,60050520
300516,60043204
300517,60023548
300518,6009526
300519,60037815
300520,60015989
300521,60034563
300522,6001724
300523,60059909
300524,60014514
300525,600261
300526,60048626
300527,60020680
300528,60042807
300529,60022448
300530,60060557
300531,6006303
300532,60054079
300533,60026998
300534,6005785
300535,60040955
300536,60016224
300537,60031026
300538,60023709
300539,60012270
300540,60060097
300541,60030726
300542,60022488
300543,60047592
300544,6007107
300545,60059604
300546,60048181
300547,60013514
300548,600311
300549,60019575
300550,60016888
300551,6004404
300552,60032
300553,60039669
300554,600297
300555,60012531
300556,60034068
300557,60014005
300558,60010004
300559,60027925
300560,6008954
300561,60061088
300562,60012956
300563,60041716
300564,60019332
300565,60043581
300566,60022426
300567,6002518
300568,60040265
300569,60042978
300570,60060722
300571,6003759
300572,60020423
300573,60052282
300574,60024391
300575,60029687
300576,60042152
300577,60041525
300578,60027514
300579,60047754
300580,60054481
300581,60030752
300582,60058785
300583,60028154
300584,60019434
300585,60046731
300586,6007923
300587,60029727
300588,60015281
300589,60057161
300590,60034004
300591,60041355
300592,60023139
300593,60022537
