4007,2006392
4001,2004626
4007,2007488
4003,2005529
4005,2001590
4005,2008190
4003,2001024
4003,2004901
4001,2006155
4007,2009007
4003,2002862
4002,2001319
4006,2002835
4005,2004066
4006,2002911
4006,2002469
4004,2007353
4007,2004507
4003,2004217
4002,2002698
4007,2006203
4001,2002663
4006,200304
4001,2009701
4004,200160
4001,2008944
4003,200476
4005,2001399
4007,2002774
4001,2007900
4006,2005406
4004,2007839
4006,2001109
4002,2007826
4002,200153
4002,2003765
4007,2003663
4003,2007682
4003,2004654
4002,2006596
4004,2005927
4005,2007967
4001,2006335
4004,2001467
4003,2005264
4002,200419
4003,2007015
4006,2008763
4002,2007631
4007,2003972
4006,2004113
4004,2004966
4002,2009919
4006,2003331
4005,2006279
4003,2008846
4006,20065
4007,2006262
4001,2006941
4005,2001092
4006,2002064
4007,2004657
4002,2003762
4004,2005666
4001,200169
4007,2008995
4005,20058
4007,2004926
4002,2007373
4001,200140
4006,2006212
4006,2007997
4006,2002221
4005,2004954
4003,2009226
4005,2006066
4001,2008734
4004,2003576
4007,2006234
4004,2003740
4001,2001035
4006,2008229
4001,2003952
4001,2008245
4003,200722
4003,2007935
4004,2001049
4005,2006883
4006,2001123
4004,2005401
4005,2001788
4002,2007348
4007,2002731
4005,2006936
4006,2005796
4006,2001121
4003,2001277
4004,2008185
4006,2007117
4003,2009506
4004,200263
4004,2007740
4004,2002369
4006,2009439
4002,2008518
4006,2008683
4006,2003342
4005,2004792
4005,2005412
4004,2002372
4006,2009936
4005,2002502
4005,200687
4001,2008201
4005,2009618
4001,2001313
4001,2004212
4003,2007891
4004,2002346
4004,2001814
4003,2006143
4004,2008295
4002,2008363
4003,200456
4003,200297
4002,2001326
4007,20017
4004,2004862
4007,2002530
4006,2004896
4005,2005010
4005,2002036
4006,2003514
4006,2002621
4007,2003738
4004,2006022
4007,2008962
4002,2001495
4005,2009401
4001,2009396
4004,200170
4005,2004344
4001,200645
4006,2003935
4001,2001304
4003,2007126
4004,2008446
4004,2009587
4005,2001417
4006,2003782
4003,2001492
4001,2001244
4007,2001613
4001,2002244
4001,2007378
4006,2002713
4006,2005578
4007,2004252
4007,2006322
4006,2003026
4007,2003577
4002,2006671
4001,2008339
4001,2003988
4005,2007922
4006,2007780
4007,2002324
4005,2003376
4002,2009840
4007,2007801
4003,2006495
4002,2007877
4007,2008639
4001,2008738
4007,200849
4005,2001895
4006,2005773
4003,2007567
4002,2002944
4004,2008821
4001,2008207
4005,2007506
4005,2004910
4004,200507
4006,2005283
4002,2003471
4006,2009986
4005,2001077
4007,2003534
4004,2005863
4001,200969
4005,2008793
4003,200688
4004,200238
4007,2002844
4007,2009853
4003,2009562
4006,2008688
4007,2005601
4002,2009167
4001,2008187
4004,20097
4006,2009031
4005,2003591
4005,2001831
4001,2006107
4003,2006668
4006,2002488
4001,2002777
4002,2005809
4006,2001508
4002,2002651
4006,200632
4004,2007055
4006,2009509
4004,2004231
4005,2001003
4002,2001079
4007,2008550
4001,2005856
4002,2009865
4006,2007500
4001,2008256
4007,200414
4001,2001635
4004,2004681
4007,2006957
4005,2001499
4004,2001622
4006,2002923
4001,2005590
4001,2007812
4001,2003717
4006,2004716
4006,2003998
4004,200613
4006,2003432
4003,2003400
4001,2005123
4004,2009737
4007,2008930
4002,2008788
4005,2008792
4001,2005049
4003,2005271
4002,200996
4001,2008808
4003,200443
4006,2008458
4007,2007103
4006,2001084
4005,2006448
4007,2003932
4005,2004772
4006,2005829
4006,2004048
4005,2003253
4001,2001082
4006,2004102
4001,2006442
4001,2002603
4005,2004171
4003,2001716
4007,2001354
