1000,51004914,197809176
1001,173591887,49979500
1002,85795237,67632688
1003,19202256,191380170
1004,112445949,55802386
1005,37446047,187189740
1006,132197204,73766875
1007,124636812,84713528
1008,177869243,218113970
1009,49432817,45088034
1010,221441897,108913700
1011,96747406,79939873
1012,192303223,178059625
1013,94383912,40642247
1014,15162694,126471332
1015,241791475,233295096
1016,119211759,20595040
1017,44474877,71624218
1018,152410224,229994732
1019,156545349,71412228
1020,16028472,22188051
1021,175181812,238620733
1022,24601506,210040030
1023,196202133,176471975
1024,171512798,139838834
1025,55855877,79060472
1026,133054118,206128733
1027,130595499,104573968
1028,73092712,191976774
1029,78482249,176054913
1030,204364740,20291360
1031,130382560,136128619
1032,13149927,130091875
1033,202510730,94832067
1034,159005772,101643277
1035,94144214,241724957
1036,219172140,158869363
1037,152209014,230954023
1038,21919043,214258880
1039,92104092,120480923
1040,82601864,6211362
1041,204639713,167004288
1042,20460951,233805959
1043,50095975,160855408
1044,220350626,46056931
1045,50016290,110884794
1046,210105817,165322548
1047,106695281,102823194
1048,158021751,232959966
1049,70048400,153868802
1050,114247623,243697130
1051,222440286,242786235
1052,81873175,102484736
1053,18397392,237476771
1054,91621347,163528919
1055,11464541,195017247
1056,106268859,41680245
1057,161410003,234727458
1058,77279222,79688556
1059,105955498,53662167
1060,213804682,51947550
1061,51417793,142276549
1062,135740959,131001446
1063,239062558,68858753
1064,121823348,89880643
1065,63583904,208166013
1066,106845036,42535097
1067,100401837,187257926
1068,104591402,10502187
1069,204601639,68097391
1070,201121683,130633875
1071,46420118,19606288
1072,211022073,52118063
1073,62627700,240468951
1074,245074233,236436352
1075,86239048,165928642
1076,67967657,184487825
1077,115814447,142239861
1078,107362789,47386316
1079,195998341,248842596
1080,243388454,188846265
1081,153195655,136909456
1082,156906318,105109562
1083,169243619,142597296
1084,102107162,125403895
1085,115100911,38632510
1086,174094676,82597370
1087,105179174,12626585
1088,107753416,176303184
1089,55354030,177476493
1090,243500119,92716660
1091,172834099,242917045
1092,232979240,149504792
1093,238481513,134659069
1094,134072118,11583042
1095,204898151,178413355
1096,234463173,164916973
1097,191584379,90613161
1098,51862803,188503322
1099,82489770,171883097
1100,161996616,59984621
1101,82501586,21916487
1102,161431189,21241853
1103,153562487,201181322
1104,140576608,194543454
1105,239988970,135239168
1106,174994295,86420799
1107,116663784,231017215
1108,213344805,196793912
1109,15052139,9260302
1110,152375805,179907311
1111,197321261,224528738
1112,75821932,191450935
1113,145704135,190454284
1114,106430548,148481746
1115,132928874,102883530
1116,221429412,32959372
1117,238946443,136906399
1118,152885766,158184058
1119,130209059,110932881
1120,165989196,7485923
1121,90525860,31069951
1122,170957807,177322343
1123,243874348,96585860
1124,136568009,15133548
1125,153763996,86812098
1126,196699166,19280646
1127,73692770,132165906
1128,24329416,204896822
1129,51038447,20664188
1130,183174996,132286079
1131,226172479,59363873
1132,80010980,69044130
1133,18107827,122872807
1134,48386859,92281924
1135,136696406,56537134
1136,217874668,228546052
1137,139905966,42180010
1138,136598634,207245308
1139,123285535,70280360
1140,173628793,77280702
1141,214204648,18058970
1142,216031109,191796589
1143,147078736,61111142
1144,75846620,5793144
1145,234314675,73168753
1146,143512191,81846549
1147,153560151,238275736
1148,192518638,144345344
1149,209263802,5079276
1150,166791382,186585709
1151,100308801,243019725
1152,200331156,201176375
1153,162465972,134801943
1154,58912596,132838467
1155,46804508,211322572
1156,26930707,41952270
1157,19354512,208071355
1158,104516654,122051276
1159,172349348,249669391
1160,122449462,52968843
1161,58138999,46084290
1162,171629289,64648687
1163,11054030,56112024
1164,39208113,70233614
1165,239975252,28910443
1166,219913317,95912252
1167,70715679,51370087
1168,172725985,36641483
1169,118183848,108434737
1170,187202881,237082797
1171,15057631,25818247
1172,247898922,101433583
1173,96182905,148839349
1174,196316580,82616173
1175,152513119,178344401
1176,198593080,222617153
1177,86807127,175938619
1178,12681276,122138544
1179,27326623,25585035
1180,198088517,164587920
1181,78887384,48113745
1182,151620536,159671829
1183,201005796,16848115
1184,167585862,91305430
1185,156853163,177396811
1186,186576608,168304186
1187,86238599,200129355
1188,186353031,133679590
1189,37204393,20186963
1190,148531650,20897189
1191,225945562,61682586
1192,148365499,241676436
1193,219579643,185103612
1194,206372396,175954947
1195,176736224,21333858
1196,170006838,136643996
1197,84883315,203630415
1198,98469187,170384601
1199,163083551,226694706
1200,146140206,115167780
1201,27031228,184655572
1202,61309832,6859031
1203,91923466,67473811
1204,240409122,188915439
1205,229336341,246659062
1206,103059992,8579252
1207,32864524,181606850
1208,217384977,190331150
1209,86621680,210414275
1210,227579241,68216639
1211,86729923,200459021
1212,201047462,23813132
1213,72315571,163048774
1214,89970989,62908273
1215,112236902,189965065
1216,200962116,19251029
1217,120563818,41761471
1218,204779750,233225092
1219,49866317,191391639
1220,148623191,149920197
1221,45368889,116209924
1222,59953168,153523669
1223,160451754,123113146
1224,214498794,56305342
1225,204668640,134333081
1226,25458994,130613111
1227,72046564,13333449
1228,70349108,103505018
1229,152451165,228293610
1230,230995234,72896969
1231,245001292,85027112
1232,230603658,92742010
1233,132302924,48232330
1234,25473158,81570833
1235,68222559,171333736
1236,37819641,237514698
1237,174817809,204686348
1238,231173990,128190165
1239,132673577,26978028
1240,55491852,223149469
1241,56860664,192441869
1242,38448946,246180813
1243,90869397,152921082
1244,107598549,150309594
1245,54030435,104894960
1246,62764660,228457028
1247,193526892,185331025
1248,114598313,78152006
1249,125136621,147697107
1250,122986555,48574473
1251,112114303,157220368
1252,246513113,10221016
1253,208629568,149351591
1254,130860740,230430857
1255,84814255,97394448
1256,189008236,157077390
1257,150535039,201047425
1258,134156226,56642090
1259,165953886,8111377
1260,191163666,105578833
1261,95638441,147498014
1262,13740668,154093054
1263,149162277,9580276
1264,36536240,229539067
1265,171487907,88654953
1266,32112470,188626136
1267,36622974,173711674
1268,89164031,210929804
1269,212108335,98299113
1270,187851175,64820247
1271,49103018,99771313
1272,38494036,171565206
1273,21734136,8050403
1274,90077315,9247582
1275,235179735,37447094
1276,182758298,8941413
1277,12032887,96811879
1278,105920868,160404214
1279,52743637,15721804
1280,86901645,22258702
1281,224454834,101591592
1282,231722539,152571695
1283,47273317,34598803
1284,237165069,66632961
1285,160937790,96181890
1286,28654964,131222633
1287,185451758,100431837
1288,175201726,124441303
1289,124191083,249038006
1290,143003497,107904569
1291,182277091,67217781
1292,93370512,200666038
1293,23309423,209614673
1294,203134612,82320427
1295,167640576,117315491
1296,71595053,128358635
1297,112904029,247784762
1298,245160880,212155382
1299,169730931,152249420
1300,179125193,132307974
1301,224228694,9269853
1302,94669076,22644238
1303,109139109,216280214
1304,132850348,62844132
1305,235098527,198165492
1306,146172751,173271452
1307,201375850,125428413
1308,244990387,27618172
1309,46777971,190273321
1310,71746857,201207731
1311,98189916,228280596
1312,241376904,154825638
1313,150477640,126368682
1314,112071897,160183635
1315,89525393,91769253
1316,38602456,241187857
1317,108522742,179964784
1318,175129919,136814602
1319,186921079,86976391
1320,189475808,88197744
1321,130352024,82434364
1322,59959692,21081424
1323,206311539,92869063
1324,193630539,246822346
1325,112135829,190993246
1326,30568497,68759386
1327,138056907,242511558
